"Episode ID"	"Cycle"	"Day"	"Second"	"Microsecond"	"tau1"
0	0	0	0	0	10.332655545751443
0	1	0	0	40000	7.738632088209073
0	2	0	0	80000	-2.3828525750746508
0	3	0	0	120000	-7.2324974912111
0	4	0	0	160000	0.3382416410582554
0	5	0	0	200000	-2.851975876487572
0	6	0	0	240000	8.51395767104318
0	7	0	0	280000	-5.900618217632177
0	8	0	0	320000	-0.7020913754293261
0	9	0	0	360000	2.5014611836509353
0	10	0	0	400000	12.243386555860056
0	11	0	0	440000	0.14060567452170858
0	12	0	0	480000	-6.544864668008884
0	13	0	0	520000	7.674126124716718
0	14	0	0	560000	3.55106990025995
0	15	0	0	600000	-7.484809759126784
0	16	0	0	640000	12.292387679047202
0	17	0	0	680000	14.483564281129592
0	18	0	0	720000	9.306517079897688
0	19	0	0	760000	12.06497851318748
0	20	0	0	800000	-5.695572920420021
0	21	0	0	840000	6.89495244780386
0	22	0	0	880000	11.965148639039803
0	23	0	0	920000	5.519517957463236
0	24	0	0	960000	-0.8357185364186002
0	25	0	1	0	-11.978963757949026
0	26	0	1	40000	-1.9748449363864893
0	27	0	1	80000	3.3266092033140495
0	28	0	1	120000	12.390331597136946
0	29	0	1	160000	13.998191033122765
0	30	0	1	200000	-0.6897067034184889
0	31	0	1	240000	10.9592978331492
0	32	0	1	280000	-7.185230688241218
0	33	0	1	320000	9.15083481039067
0	34	0	1	360000	1.4609791150676799
0	35	0	1	400000	-14.578748995079431
0	36	0	1	440000	6.591140592118624
0	37	0	1	480000	-3.0352937332719385
0	38	0	1	520000	9.74534931444699
0	39	0	1	560000	5.044596036955525
0	40	0	1	600000	-14.965715420567152
0	41	0	1	640000	-0.19266400604026046
0	42	0	1	680000	11.028083264783426
0	43	0	1	720000	-7.6826736933860404
0	44	0	1	760000	-5.243869117578297
0	45	0	1	800000	11.11413696325964
0	46	0	1	840000	-9.267987254928283
0	47	0	1	880000	2.025322218620154
0	48	0	1	920000	-7.841522141543394
0	49	0	1	960000	14.0262075087043
0	50	0	2	0	9.095384078396101
0	51	0	2	40000	-1.5609128569328892
0	52	0	2	80000	-12.586625443423937
0	53	0	2	120000	-5.398361859823627
0	54	0	2	160000	0.238219275617217
0	55	0	2	200000	12.9850147268072
0	56	0	2	240000	-11.72826462206689
0	57	0	2	280000	1.5380173827165358
0	58	0	2	320000	6.19684229600669
0	59	0	2	360000	1.423227339852712
0	60	0	2	400000	9.434005898740079
0	61	0	2	440000	1.20850820910972
0	62	0	2	480000	13.915156379214029
0	63	0	2	520000	3.0955688388414906
0	64	0	2	560000	2.6285119252630906
0	65	0	2	600000	-1.6503292117345154
0	66	0	2	640000	2.8886058474931886
0	67	0	2	680000	-3.452965620820187
0	68	0	2	720000	2.2695304249466552
0	69	0	2	760000	-6.29011492791726
0	70	0	2	800000	-9.318260143369315
0	71	0	2	840000	-9.398114152333346
0	72	0	2	880000	3.383195396058202
0	73	0	2	920000	4.699781669688864
0	74	0	2	960000	-0.7040702397185772
0	75	0	3	0	-12.30526916413219
0	76	0	3	40000	7.728117658993103
0	77	0	3	80000	11.303111124683241
0	78	0	3	120000	12.70143047838842
0	79	0	3	160000	10.273806694205472
0	80	0	3	200000	11.94519364073637
0	81	0	3	240000	12.692473194605302
0	82	0	3	280000	1.2179977484416327
0	83	0	3	320000	-3.261118492961254
0	84	0	3	360000	6.158501995632186
0	85	0	3	400000	-6.730976360636184
0	86	0	3	440000	9.348861255236354
0	87	0	3	480000	10.484578955591012
0	88	0	3	520000	11.851169022800256
0	89	0	3	560000	2.694035505934796
0	90	0	3	600000	13.492946196963615
0	91	0	3	640000	2.390850322368177
0	92	0	3	680000	-1.483106801065345
0	93	0	3	720000	4.80736135867167
0	94	0	3	760000	14.88773518060718
0	95	0	3	800000	12.50823653842368
0	96	0	3	840000	8.799752523906726
0	97	0	3	880000	-12.528810354100578
0	98	0	3	920000	3.3834931512213657
0	99	0	3	960000	-0.4066739409249962
0	100	0	4	0	3.904420212344185
0	101	0	4	40000	10.352327270145455
0	102	0	4	80000	-7.708931338144312
0	103	0	4	120000	6.944676623725432
0	104	0	4	160000	-11.48597120374446
0	105	0	4	200000	-8.386183893965145
0	106	0	4	240000	8.837489151317278
0	107	0	4	280000	-5.023915523410336
0	108	0	4	320000	9.477392896009786
0	109	0	4	360000	-11.981774393517114
0	110	0	4	400000	-10.609245332630884
0	111	0	4	440000	5.930119205737164
0	112	0	4	480000	-13.64297796403163
0	113	0	4	520000	2.2159811036750092
0	114	0	4	560000	12.300480440971192
0	115	0	4	600000	1.0259390478217192
0	116	0	4	640000	5.417673976867697
0	117	0	4	680000	-14.199096160133845
0	118	0	4	720000	4.049997297343747
0	119	0	4	760000	3.1901525326265663
0	120	0	4	800000	2.2785884409462227
0	121	0	4	840000	-3.263717720315194
0	122	0	4	880000	-3.8958017899443753
0	123	0	4	920000	14.41549951941806
0	124	0	4	960000	-13.908238871655426
0	125	0	5	0	-14.350904704349277
0	126	0	5	40000	13.830938407188334
0	127	0	5	80000	-9.45084175807685
0	128	0	5	120000	-11.283145067267048
0	129	0	5	160000	-8.682704703400606
0	130	0	5	200000	9.022397710625427
0	131	0	5	240000	13.109074759337421
0	132	0	5	280000	-14.31652272994025
0	133	0	5	320000	-2.2314350409954855
0	134	0	5	360000	-11.954993418774908
0	135	0	5	400000	-7.20240330621504
0	136	0	5	440000	-8.375121860510479
0	137	0	5	480000	4.407771595059675
0	138	0	5	520000	-4.4911809781040315
0	139	0	5	560000	-9.590462954109364
0	140	0	5	600000	0.10909515629661648
0	141	0	5	640000	-13.818638787459228
0	142	0	5	680000	-11.972362764331002
0	143	0	5	720000	14.647054461675033
0	144	0	5	760000	-9.019326285988111
0	145	0	5	800000	-4.243340960651945
0	146	0	5	840000	6.947949186760816
0	147	0	5	880000	10.14979695580249
0	148	0	5	920000	12.554461859859945
0	149	0	5	960000	-9.91726181707597
1	0	0	0	0	-10.969072676627963
1	1	0	0	40000	10.423012108116978
1	2	0	0	80000	7.9132385692984215
1	3	0	0	120000	-7.34792922781735
1	4	0	0	160000	-0.13694738724177213
1	5	0	0	200000	-1.515268056337856
1	6	0	0	240000	4.547789181682887
1	7	0	0	280000	8.661700534065396
1	8	0	0	320000	-12.184212396772953
1	9	0	0	360000	-14.14957570433981
1	10	0	0	400000	10.07295311759609
1	11	0	0	440000	-2.0169879628483987
1	12	0	0	480000	7.868402473738261
1	13	0	0	520000	-14.936818399466679
1	14	0	0	560000	-1.6383841783559578
1	15	0	0	600000	6.646200970223475
1	16	0	0	640000	-8.13713336188642
1	17	0	0	680000	13.358120866617668
1	18	0	0	720000	12.042823728344509
1	19	0	0	760000	-14.082300508993393
1	20	0	0	800000	-14.236624170196176
1	21	0	0	840000	1.2423741838048983
1	22	0	0	880000	13.174474883355316
1	23	0	0	920000	-3.5638728693536272
1	24	0	0	960000	-8.502018086081598
1	25	0	1	0	-2.336502732518481
1	26	0	1	40000	-14.128776372753961
1	27	0	1	80000	-8.349250011808948
1	28	0	1	120000	-1.8633721904828384
1	29	0	1	160000	-0.12563275854448008
1	30	0	1	200000	-8.00746649227282
1	31	0	1	240000	-8.074003753770471
1	32	0	1	280000	-8.436568879869341
1	33	0	1	320000	-1.2118960278679918
1	34	0	1	360000	-6.306551562285433
1	35	0	1	400000	-14.355308842022733
1	36	0	1	440000	10.127339269877186
1	37	0	1	480000	1.6936296795730037
1	38	0	1	520000	4.268830887973365
1	39	0	1	560000	-9.42281202315847
1	40	0	1	600000	14.776302365281953
1	41	0	1	640000	10.798395863858698
1	42	0	1	680000	-11.373301205825808
1	43	0	1	720000	-5.019144439196127
1	44	0	1	760000	6.6445322274980505
1	45	0	1	800000	6.33575309085839
1	46	0	1	840000	13.093217603983788
1	47	0	1	880000	-2.336790001157544
1	48	0	1	920000	9.90107079822981
1	49	0	1	960000	5.109166992422132
1	50	0	2	0	-5.8989446720124725
1	51	0	2	40000	2.6274181843067836
1	52	0	2	80000	11.474370024955732
1	53	0	2	120000	10.385922552849383
1	54	0	2	160000	0.15851461738801298
1	55	0	2	200000	2.6700677394765506
1	56	0	2	240000	-13.964225095459753
1	57	0	2	280000	-7.717800793707971
1	58	0	2	320000	8.922127426629086
1	59	0	2	360000	-2.570580020976772
1	60	0	2	400000	-9.809777952628473
1	61	0	2	440000	1.463962841644591
1	62	0	2	480000	6.091222861968944
1	63	0	2	520000	5.2345749150698175
1	64	0	2	560000	-3.758909384950792
1	65	0	2	600000	-1.8311510986631063
1	66	0	2	640000	0.2527946474994547
1	67	0	2	680000	8.353278450004375
1	68	0	2	720000	0.6281525283943559
1	69	0	2	760000	-3.2023471510732175
1	70	0	2	800000	-0.30919438613225303
1	71	0	2	840000	-14.112751080992789
1	72	0	2	880000	-13.695381289304176
1	73	0	2	920000	6.101462658115079
1	74	0	2	960000	14.495631519290217
1	75	0	3	0	2.795511911401725
1	76	0	3	40000	-3.19200940866258
1	77	0	3	80000	-9.889524094329563
1	78	0	3	120000	0.0671567530044932
1	79	0	3	160000	14.462299126156026
1	80	0	3	200000	8.115694194924018
1	81	0	3	240000	1.1885234534933637
1	82	0	3	280000	10.808693367616488
1	83	0	3	320000	-8.034716158109562
1	84	0	3	360000	0.4131498956291111
1	85	0	3	400000	13.574021648048085
1	86	0	3	440000	2.3338442340360928
1	87	0	3	480000	-1.226048042679949
1	88	0	3	520000	-6.921615676757364
1	89	0	3	560000	1.4398892839874655
1	90	0	3	600000	13.713488443806806
1	91	0	3	640000	-14.828726116488212
1	92	0	3	680000	8.509656978461695
1	93	0	3	720000	9.614577357764457
1	94	0	3	760000	11.585387424780247
1	95	0	3	800000	7.215102354995892
1	96	0	3	840000	9.274197026174388
1	97	0	3	880000	0.5603485056900617
1	98	0	3	920000	1.840735943351369
1	99	0	3	960000	-2.2172796093554954
1	100	0	4	0	-13.316301074377787
1	101	0	4	40000	11.100304655299194
1	102	0	4	80000	2.0999800162914077
1	103	0	4	120000	-9.004817394685709
1	104	0	4	160000	0.14161402286589997
1	105	0	4	200000	-0.45224663316797553
1	106	0	4	240000	-4.296301063651329
1	107	0	4	280000	-4.617662429455354
1	108	0	4	320000	1.1543638721353275
1	109	0	4	360000	3.704683583925153
1	110	0	4	400000	3.3735739434817695
1	111	0	4	440000	-1.2555959970082675
1	112	0	4	480000	-14.16075047748473
1	113	0	4	520000	-8.111849061689282
1	114	0	4	560000	-9.683662231842519
1	115	0	4	600000	2.53382612335324
1	116	0	4	640000	10.830265825599746
1	117	0	4	680000	8.95316821732278
1	118	0	4	720000	8.912926879064887
1	119	0	4	760000	9.493121116820728
1	120	0	4	800000	-7.341178797380822
1	121	0	4	840000	10.252344968222882
1	122	0	4	880000	5.193405763161213
1	123	0	4	920000	-12.502975865883064
1	124	0	4	960000	-14.499281096533212
1	125	0	5	0	-14.56320075225563
1	126	0	5	40000	7.667603257565947
1	127	0	5	80000	-7.513223230397315
1	128	0	5	120000	-11.715341181169219
1	129	0	5	160000	3.7440625245742893
1	130	0	5	200000	-4.667314077105152
1	131	0	5	240000	-12.91453864407458
1	132	0	5	280000	-10.211234259184575
1	133	0	5	320000	0.8214119714403836
1	134	0	5	360000	-9.955651613327152
1	135	0	5	400000	-6.812566895439597
1	136	0	5	440000	6.347697815558188
1	137	0	5	480000	-1.358951098630083
1	138	0	5	520000	-5.339947008380223
1	139	0	5	560000	-0.7868695748916323
1	140	0	5	600000	-14.290962671040388
1	141	0	5	640000	-3.403286857155903
1	142	0	5	680000	-2.3724396237277237
1	143	0	5	720000	-9.358820857460612
1	144	0	5	760000	-11.7371492266376
1	145	0	5	800000	11.994555010680607
1	146	0	5	840000	0.30347942786029236
1	147	0	5	880000	-8.727270223446897
1	148	0	5	920000	3.1694592010204943
1	149	0	5	960000	9.511190051336605
